state,county,cz,czname,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_se,pooled_pooled_count,kfr_black_pooled_p25,kfr_black_pooled_p25_se,kfr_hisp_pooled_p25,kfr_hisp_pooled_p25_se,kfr_white_pooled_p25,kfr_white_pooled_p25_se,jail_black_pooled_p25,jail_black_pooled_p25_se,jail_hisp_pooled_p25,jail_hisp_pooled_p25_se,jail_white_pooled_p25,jail_white_pooled_p25_se,white_pooled_count,black_pooled_count,hisp_pooled_count,kfr_pooled_female_p25,kfr_pooled_female_p25_se,kfr_pooled_male_p25,kfr_pooled_male_p25_se,jail_pooled_female_p25,jail_pooled_female_p25_se,jail_pooled_male_p25,jail_pooled_male_p25_se,pooled_male_count,pooled_female_count,kfr_black_female_p25,kfr_black_female_p25_se,kfr_hisp_female_p25,kfr_hisp_female_p25_se,kfr_white_female_p25,kfr_white_female_p25_se,kfr_black_male_p25,kfr_black_male_p25_se,kfr_hisp_male_p25,kfr_hisp_male_p25_se,kfr_white_male_p25,kfr_white_male_p25_se,jail_black_female_p25,jail_black_female_p25_se,jail_hisp_female_p25,jail_hisp_female_p25_se,jail_white_female_p25,jail_white_female_p25_se,jail_black_male_p25,jail_black_male_p25_se,jail_hisp_male_p25,jail_hisp_male_p25_se,jail_white_male_p25,jail_white_male_p25_se,white_male_count,black_male_count,hisp_male_count,white_female_count,black_female_count,hisp_female_count
1,1,11101,Montgomery,.36166623,.0050261188,.030568201,.004107547,5922.3921,.30703157,.0070378962,.42103776,.035488289,.4072639,.0071219956,.054793399,.0093017835,.046318766,.037616383,.014130667,.0036341937,3613.1956,1977.7889,104.45943,.37330192,.0071588494,.35082957,.0071345326,.0050916239,.0024202843,.058250003,.0087332828,3040.1445,2882.3184,.31653175,.0088186031,.44483456,.051825602,.41663092,.010207727,.29705879,.010722122,.41235104,.05253695,.39731681,.010003624,.0076544345,.004560289,.036208089,.025648907,.0037459459,.0023313779,.11109965,.01872359,.057967998,.057394609,.025038427,.006608055,1874.4681,989.14886,50.308254,1739.2478,989.09662,54.077316
1,3,11001,Mobile,.38884708,.0035988151,.022593379,.002462686,15458.396,.30187976,.0057805222,.44738877,.02158235,.42699328,.0045163431,.035105586,.006024749,.028766397,.015238275,.018062815,.0026715663,10770.843,3880.4788,429.47314,.39921513,.0050282911,.37902823,.0050750379,.0064859558,.00182108,.039739996,.0046669389,7962.8013,7495.7334,.30597675,.0072365035,.4618094,.032283742,.43520808,.0064179595,.29818106,.0089211268,.4297072,.031222891,.41854432,.0063206861,.0049913484,.0026638557,-.0011485975,.0023551681,.0066367085,.0021695083,.065774396,.011150313,.054038107,.034066316,.029860929,.004700738,5544.375,1964.9684,218.4359,5226.0781,1916.2694,210.0603
1,5,10301,Eufaula,.34938559,.0059373463,.033516064,.0057124235,4863.9736,.30861527,.0061807898,,,.43485212,.012811262,.047071029,.0082440227,,,.0056145876,.0036344619,1358.4885,3598.0781,,.35608861,.007736946,.34320664,.008530383,.00022393033,.00054908608,.072055168,.012447089,2491.9204,2372.1504,.31101197,.0077224774,,,.43970174,.018463269,.30621025,.010246105,,,.43018982,.017727379,.00072602613,.0011249445,,,-.00025624412,.0011155943,.10808831,.018941563,,,.0094996141,.0065699029,729.84253,1787.3691,,629.64722,1806.0917,
1,7,10801,Tuscaloosa,.36339074,.0082328217,.031666659,.0074985093,3061.4934,.30943772,.012161376,.3734062,.076246761,.3977851,.011160565,.054939512,.016756417,,,.024269572,.0080784913,1923.1654,1178.8741,35.510155,.3558453,.010559381,.37067157,.012394083,.0043108817,.0030360743,.06056042,.014509503,1576.3676,1486.0006,.30775386,.015689099,,,.38648933,.015581427,.31123033,.019480785,,,.41017145,.016279053,.00013212516,.0019867208,,,.0060884873,.0046748272,.12375517,.035738874,,,.038611572,.013740941,983.28558,613.93317,,941.44788,565.88971,
1,9,10700,Birmingham,.39187884,.0058824285,.020527514,.0037501494,6740.9116,.31017911,.03066876,.45153114,.021584278,.40401202,.0063112038,.021751901,.026376814,.011501864,.0086319447,.020448862,.0036430883,5727.8589,134.14302,853.33936,.40105549,.0079819094,.38267124,.008293556,.0057861949,.0023736106,.034956634,.0066992976,3443.9287,3294.0259,.32525066,.037387505,.43540838,.02772801,.41552889,.0090550361,.26711884,.047145713,.47313872,.032826606,.3929297,.0089556156,.033067301,.037233427,-.0015894374,.0033562037,.0063909502,.0025235671,,,.037590586,.027402353,.034563728,.0070163938,2946.53,71.30426,442.63373,2779.3289,64.377319,411.61533
1,11,9800,Auburn,.34565896,.0079532564,.019160038,.0058914558,2581.3296,.32739598,.00845188,,,.49542519,.033437189,.020280167,.0075019421,,,.02220013,.019605834,206.22433,2302.3767,,.34905744,.010664424,.3419629,.011626344,.0064256978,.0042428393,.035033558,.011484439,1216.525,1365.4567,.32922345,.010485822,,,.50184846,.045382846,.32420555,.013574209,,,.48592603,.050446019,.0074445214,.0034758947,,,.0020839861,.0092117144,.035090063,.01182867,,,.027016638,.032060605,87.676537,1096.4053,,121.27898,1200.0851,
1,13,11101,Montgomery,.35724857,.0060730907,.022641044,.0041634585,4092.7781,.3105163,.0063828221,.30728939,.049828481,.42536673,.011832338,.034608331,.0070305308,.0057359124,.018517733,.005676073,.0035815558,1398.0975,2696.1943,23.588257,.35734633,.0078640003,.35681453,.0086300792,.0030897004,.0020255437,.044368733,.0091695813,2107.1919,1982.8846,.31134364,.0083391331,,,.41785789,.017145062,.3091144,.010099036,,,.43218827,.016560528,.00024324741,.00087822269,,,.004895973,.004540985,.06956777,.01501862,,,.0062349248,.0027843418,738.57843,1381.8242,,659.42963,1315.3586,
1,15,9600,LaGrange,.36184675,.0031642206,.02615813,.0023933677,15036.147,.31543028,.0044412287,.39848036,.020483637,.40015283,.0043549789,.047771245,.005299075,.0087198578,.0045994287,.012567037,.0020728402,9230.7852,5060.251,272.32574,.37384027,.0042560282,.34985793,.0045839953,.0069698868,.0015158491,.04860086,.0045828628,7603.9673,7432.1787,.33008352,.0056876638,.37722531,.025590677,.40824965,.0062516844,.29953319,.0065812184,.41985902,.031909216,.39230505,.0064395485,.0085320808,.002729601,.0045378604,.0037240046,.00415623,.0013861193,.09728007,.011071642,.0060574654,.0072444193,.021575194,.0039779302,4676.8857,2553.981,117.87507,4551.6084,2507.7693,159.45624
1,17,9600,LaGrange,.34057492,.0048872968,.02102573,.0036703558,5885.4712,.31764951,.0053655654,.4771722,.057998609,.38074261,.0092388233,.021655202,.0050950209,.018454138,.031360012,.02065099,.0060535544,2176.4094,3628.1714,64.754387,.34850177,.0067326804,.33313468,.0069837486,.0023359568,.0013592209,.04290662,.007467859,2993.5168,2892.5999,.3216854,.0070218961,,,.38433,.0132577,.31302178,.0085587036,,,.37660423,.012803376,.0013948814,.00094973424,,,.0048360922,.0035365832,.04764026,.0093701333,,,.036681425,.011400589,1129.088,1806.6311,,1047.6868,1821.0117,
1,19,6600,Rome,.36542159,.0076082945,.022722345,.0052916445,3303.9607,.30699265,.023355134,.35949358,.054529484,.38608083,.0086706812,.068078317,.031587895,-.018081047,.01807403,.017450064,.0047009611,2897.1387,253.71942,72.592636,.36228549,.010046924,.3684217,.011139685,.0033912531,.0025402983,.039157886,.0099790813,1753.5037,1552.3844,.30513346,.027099995,,,.38794562,.012494648,.30227956,.039118674,,,.38489336,.011848162,.0015580487,.0054456401,,,.003461214,.0021098116,.13039576,.062240686,,,.030627163,.0086597037,1538.0912,130.06798,,1361.0605,121.6144,
1,21,10700,Birmingham,.38805655,.0061100582,.024616089,.0044212374,5808.7944,.32295847,.012392743,.40587381,.033017177,.41617644,.0075047333,.054684881,.015485643,.019281842,.018524807,.019921333,.0043306253,4383.9634,1107.0302,257.09457,.39569566,.0086087063,.38047898,.0088427719,.0072429753,.0029733847,.043370631,.008847665,2987.6099,2819.5215,.32478783,.014558278,.39607412,.046092723,.42419201,.010576339,.31929192,.018979957,.40139428,.047886837,.40840197,.010597037,.013520544,.009465754,.0016707436,.0076479372,.0050982879,.0029167994,.10934173,.033002134,.011314291,.01660352,.034884814,.0083191022,2248.1309,570.48297,147.61732,2133.9534,535.99884,110.94518
1,23,10802,Demopolis,.3969731,.0097741811,.016524242,.0052762013,2543.9063,.33197245,.010039815,,,.50685066,.018483823,.02271249,.0077152732,,,.0080733346,.005269845,832.14276,1764.2913,,.38573322,.013064088,.40890124,.015030058,.0033077621,.0029680242,.035262447,.012377937,1252.9929,1289.9983,.32201424,.011486791,,,.50612795,.025813049,.34352878,.016119456,,,.50845057,.027001221,.0015462433,.0014618122,,,.014035335,.012243455,.053166103,.017923703,,,.006148288,.0038479774,423.82065,863.50928,,408.23169,899.46558,
1,25,11001,Mobile,.38430709,.0066328449,.0087652132,.0026361896,4760.8682,.35101923,.0073257592,,,.45122221,.013402133,.012789657,.0025257615,,,.0013696933,.0010677874,1394.1471,3326.6001,,.38435495,.0087344144,.38453457,.0097955409,.002806508,.0013232643,.016296482,.0052056774,2409.9778,2350.7498,.34882015,.0092696585,,,.46699747,.018959234,.35313955,.011653514,,,.43589973,.018993268,.0013941028,.001109658,,,-.00094952033,.00094327051,.027723627,.0092567801,,,.0017565578,.0026425996,729.93939,1636.0138,,664.66046,1690.1445,
1,27,9500,Talladega,.40678033,.011148113,.013831642,.0052861413,2021.0896,.33651647,.020810964,,,.43250844,.013426978,.059015974,.024755383,,,.0044898507,.0012560916,1451.2721,573.52411,,.40849364,.016539762,.4055897,.016135473,.0020903442,.0023725596,.029070437,.011487531,1044.1737,978.8476,.32776856,.024665298,,,.44071808,.019891899,.34396932,.032668848,,,.42694262,.01812887,.0077590025,.011842032,,,.0015418953,.0018320738,.14559193,.063986242,,,.0064395741,.0029913574,752.31305,302.21011,,701.53339,272.97208,
1,29,9600,LaGrange,.4124786,.010814342,.033694934,.0086126728,2070.2905,.37999102,.031120682,,,.43542519,.011987025,.056481168,.032735135,,,.025121225,.0082702646,1809.5225,133.14391,,.4365145,.015794527,.38944328,.014375852,.0086407997,.005985707,.057592921,.015991585,1086.1611,984.60272,.36695001,.038649425,,,.46405095,.017929519,.38490918,.046807505,,,.40759155,.016348872,.010618899,.022215053,,,.010033266,.0066730347,.12437159,.067714199,,,.043262716,.014472079,940.75916,73.987068,,869.36768,58.98975,
1,31,10302,Dothan,.38671088,.0056170691,.020128127,.0037789531,5436.501,.32489008,.0082457755,.41950998,.026009664,.43394071,.0078578964,.033062473,.0080267191,.038992718,.019158166,.011042511,.0030861693,3154.1707,1900.2102,202.8206,.41406792,.0081664203,.3590281,.007735162,.0030958331,.0016880635,.041613039,.0075833299,2773.9036,2663.0669,.3539333,.012071067,.42878848,.035979692,.45243356,.011007272,.29638666,.011277976,.40396228,.037824079,.41359654,.011028381,.0009875797,.00075308466,.0066452473,.0046003452,.0042340099,.0024214601,.071145438,.017461343,.10828219,.056397337,.020037029,.006773755,1570.1735,983.04742,105.58134,1584.2614,915.91431,97.371819
1,33,6200,Florence,.3732456,.0052009514,.016486695,.0029494392,6718.7813,.31148249,.0087947436,.36017302,.03371229,.40844825,.0068376716,.029002313,.0060749552,.0034927989,.0058707567,.012892644,.0031786698,4525.9375,1854.3363,160.84886,.37631553,.0072486843,.37111518,.0075400625,.0049241418,.0022834062,.028636921,.0058912607,3438.2356,3281.5737,.32809925,.012584057,.35048774,.053580798,.40061039,.0093977582,.29528829,.012571352,.36739138,.047472335,.41600841,.0097385272,.0053868708,.0042389887,.011974841,.016050678,.0057710866,.002447143,.058619969,.015314987,-.0083290171,.01329939,.021085935,.0060296417,2282.874,958.74762,91.409645,2240.812,894.64734,70.197525
1,35,11002,Atmore,.36797199,.0080758343,.025915811,.0062685469,2657.8438,.33419845,.0092400862,,,.43505391,.01608748,.029845614,.0081621064,,,.01051277,.0062388591,876.55035,1769.0355,,.39118043,.012122847,.34339762,.010604983,-.001261163,.00089021714,.05577115,.013141461,1363.8726,1294.3746,.34682652,.012459161,,,.46929353,.023140877,.32094014,.013762451,,,.40073541,.022691967,.0011904866,.002087883,,,-.0016009818,.0020963338,.064024441,.018023679,,,.020549037,.013642941,442.78232,915.1424,,433.54501,852.448,
1,37,9500,Talladega,.35266301,.009631481,.054470308,.011267561,2046.324,.31458941,.012677883,,,.41878441,.017547281,.054542348,.016967328,,,.063266009,.014094823,940.32385,1062.2317,,.33991101,.013502854,.36501992,.01495813,.023535855,.0072424789,.083131187,.020608988,1133.5148,921.30249,.32409328,.017085578,,,.3789964,.024156027,.2945995,.018631738,,,.45551273,.025349017,.0053199236,.0066286013,,,.047183756,.014003256,.10676016,.0327488,,,.080904894,.026197044,528.13867,574.50262,,417.52698,490.17676,
1,39,11102,Troy,.4055416,.0059520397,.03345624,.004606233,5881.6187,.30634522,.0092290845,.47300509,.058165766,.44597709,.0075913244,.064420201,.013931147,-.020671541,.015092502,.021049239,.0042791236,4272.9443,1361.3236,64.581871,.40568319,.0082249176,.40522084,.0088681355,.006103985,.0025265047,.065539718,.009534793,2931.5813,2946.2893,.30742615,.011534852,,,.44848916,.010680505,.30287939,.015305371,,,.44351858,.010628403,.008150504,.0042156451,,,.0032647969,.0015577427,.14351591,.031568132,,,.039797056,.0080006076,2133.8635,690.96991,,2138.3118,672.83319,
1,41,11102,Troy,.40949893,.010115846,.0041561411,.0014246712,2278.0264,.3515566,.0139826,,,.45683023,.014357587,.013954028,.0069526103,,,.0036855759,.0013362285,1310.5635,920.20245,,.418668,.013967982,.39975795,.014729451,.0042011263,.0032969711,.009318402,.002882147,1188.6304,1087.202,.35346508,.017905109,,,.4605675,.020280987,.34638593,.021852376,,,.45105478,.020256074,.0074383519,.0062729409,,,.0067729582,.0055826637,.029887881,.023344235,,,.00089458213,.003370021,679.64087,474.80167,,629.33478,444.69946,
1,43,10700,Birmingham,.40455472,.004565482,.016264709,.0023904925,10640.973,.34213674,.033284605,.34768718,.025080558,.41934752,.0048084552,-.0012661479,.0072203889,.00023247743,.0037560684,.016706958,.002589372,9803.7334,109.78706,480.63107,.40940142,.0064586485,.40002146,.0065452987,.0069712512,.0020164566,.025815031,.0039255382,5568.1655,5075.4502,.31102717,.035044052,.35953346,.03353275,.42364585,.0068162065,.36506248,.0479577,.34985796,.039499406,.4156023,.0067511681,.0012935355,.0064180433,-.0043414873,.0056752814,.00703619,.0019198417,.0090319989,.025527207,-.0073355711,.009279279,.026795395,.0044876365,5148.0088,50.322128,253.88234,4659.8711,60.77462,227.47307
1,45,10302,Dothan,.38080323,.0048062126,.027194157,.0037463214,7338.9341,.31964511,.0063673882,.44628969,.020130234,.43404242,.0069968924,.042689227,.0071918406,.0042913868,.0031250948,.0183855,.0039801365,3863.4529,2764.7612,390.93378,.40089154,.0066209929,.36007565,.006647462,.0054136566,.0018528188,.053738754,.0073578111,3780.2507,3558.4646,.33911645,.0082759485,.44131717,.029670591,.46134511,.010244128,.29784533,.0096672298,.45859951,.028674128,.40747911,.0096706422,.0066327699,.0032737055,-.0018849962,.0022630224,.005178811,.0024933917,.092604309,.01604115,.0085592652,.0070449272,.033187598,.0072880238,2012.873,1418.6591,211.88478,1849.849,1346.7516,178.88777
1,47,10801,Tuscaloosa,.33595914,.0038290569,.017692221,.0027167066,9503.5635,.3134816,.0039239312,.29269233,.040658705,.43620273,.011899041,.022878228,.0036530897,.084828518,.049730018,.0032113995,.00091679988,1288.0681,8423.127,84.108177,.34933421,.0052267672,.32208398,.0054903068,.0025941662,.0011015231,.036508664,.0056235306,4624.3877,4879.8203,.32056266,.0050109839,,,.46114379,.017074578,.30553833,.0064055291,.24227172,.055665206,.41131943,.016315123,.0036415984,.0012973309,,,-.00014597503,.00084799284,.047524482,.0067884275,,,.0044656075,.0022157319,641.69751,4083.7888,42.288773,646.99323,4332.3618,
1,49,6100,Gadsden,.39647737,.0049928301,.014112711,.0023420271,9904.3438,.36184192,.027222555,.35878184,.021085927,.41004553,.0053646737,.028891753,.02173618,-.0013508828,.0025215563,.014298954,.0024303952,8433.5293,279.65085,1094.6021,.40162537,.0072331731,.39158767,.0070508998,.0041488549,.0016453472,.024754865,.0044343984,5270.7012,4642.9492,.39972112,.040517673,.32505772,.026779687,.41434431,.0077240532,.31860259,.037786487,.39439604,.030707555,.40647912,.0076205302,.0019309029,.0073170466,-.0013415368,.0037003851,.004829078,.0016098712,.069022417,.052643102,.00067926047,.0078755403,.025357775,.0050451583,4510.8247,135.35109,560.06195,3935.5894,142.94208,538.45483
1,51,11101,Montgomery,.37799388,.0046601309,.021436155,.0031143704,8440.6953,.32052875,.0064837001,.34783715,.03229722,.42788613,.0064477688,.030957198,.0055665793,.011433911,.012879447,.015722992,.0032283794,4970.6919,3176.3,147.47688,.39272076,.0064632534,.36287272,.0064906576,.0040551787,.0017518119,.040911503,.00625847,4261.5483,4176.5942,.32853264,.0078103677,.25264773,.046942122,.44679156,.0089048706,.31171286,.0097100008,.42465222,.052576181,.40894434,.0090495888,.0078864936,.0038217702,.02491235,.023838677,.0025176457,.0013246775,.059733264,.01263325,-.01212481,.01059062,.029138077,.0067605497,2484.7114,1637.2867,89.945679,2483.6453,1544.4039,60.678822
1,53,11002,Atmore,.3677946,.0054503605,.029329097,.0045292079,6075.6069,.30932531,.0066274796,.35052058,.043001041,.42162079,.0087088849,.038351417,.0071405955,.059365857,.052259091,.024287714,.0060495757,2812.4597,2873.636,91.802635,.36413068,.0071484088,.37076899,.0078242794,.0040337718,.0019859583,.057578504,.0088506518,3131.7197,2944.5291,.30273622,.0081921741,.37082461,.05988824,.41031349,.012828034,.31678581,.010838295,.32108033,.060856752,.43111917,.011894689,.0011209478,.0012427423,,,.0048882943,.0035032579,.07996428,.015308938,,,.04271942,.010537518,1518.746,1420.1438,32.55846,1295.6188,1451.4152,61.156628
1,55,6100,Gadsden,.36484614,.0034453245,.032291852,.003035435,14630.309,.31001663,.0057547195,.4042801,.024994686,.39289325,.0044461722,.054765303,.0076257982,.01017957,.0099550067,.024505775,.0031662888,10044.581,3792.9915,494.43936,.3815901,.0048112064,.34780982,.0049308264,.0087584332,.0019936627,.058084097,.0058964542,7557.5576,7075.0557,.32672638,.0075072339,.39994499,.032901488,.41035551,.0064674588,.29196018,.0090011526,.411037,.038287546,.37516189,.006145529,.0087021096,.003603467,.015083116,.010487492,.0088403719,.0024390162,.11450091,.01587458,.0065168906,.012011186,.040153213,.0053531383,5272.5576,1873.6719,243.3062,4776.1592,1915.6244,248.95851
1,57,10600,Jasper,.40141243,.0088700466,.029594278,.0068219667,2779.4429,.34547669,.017658159,,,.42736572,.010662916,.034416392,.016085757,,,.029592885,.0080799786,2147.2944,524.26007,,.41996175,.013342891,.38540423,.012167851,.0067326189,.0043904176,.048436195,.011825768,1437.7808,1341.4851,.34851131,.024490945,,,.45296243,.015959479,.33310613,.02445706,,,.40531945,.014321811,.0040929685,.00765748,,,.0071766959,.0036610449,.07606069,.035395283,,,.046132192,.013155737,1110.4987,273.04733,,1038.0793,250.4906,
1,59,6200,Florence,.40572405,.0074768001,.014650149,.0038330585,4393.2769,.36426216,.02743566,.38108468,.026876941,.41775709,.0084913624,.0076862648,.0089133298,.013554564,.011924549,.014673218,.0042424398,3432.1077,306.01865,726.70056,.41914603,.010882192,.39207134,.01056369,.0075746975,.0040282044,.021940554,.0067140125,2269.9915,2122.8965,.38159707,.024953397,.37105334,.034419645,.42714009,.012121832,.3162061,.044933829,.38756326,.041336339,.40738964,.011841498,-.00095707306,.004869414,.021672467,.022128975,.0087522762,.0045553106,.038473368,.025738018,.018337926,.022636218,.020450745,.0068122954,1789.2546,130.80835,372.38022,1643.9288,163.54805,353.2373
1,61,10302,Dothan,.39071053,.0069222176,.020717705,.0042416668,4106.1558,.31514353,.013464458,.45256743,.052018959,.41630477,.0082695475,.033963867,.014314591,.045302253,.058205072,.017087162,.0042927316,3132.8938,768.63892,105.57807,.40808335,.010059444,.37461391,.0097427405,.0037936997,.0020984507,.038805213,.0081153736,2135.0977,1972.8081,.33811426,.019537749,.41906187,.066248246,.4335174,.011847468,.2989476,.020506132,.51692271,.077335104,.39921096,.011449949,.00090744341,.0029966896,.073248483,.031348374,.0032031098,.0018722372,.06005555,.026890695,,,.034650538,.0087881973,1591.228,414.62616,61.132744,1540.1968,352.81665,44.004154
1,63,10802,Demopolis,.3280988,.0076106861,.019655667,.0055078533,2471.8074,.32326481,.007924052,,,.43546572,.03523672,.016901696,.0040316912,,,.014991499,.018302767,160.41638,2291.2935,,.32706922,.010471012,.33034021,.010818489,-.00056608423,.0011458462,.041540366,.011124777,1269.0514,1202.267,.31422508,.009114733,,,.4977414,.061543208,.33087367,.013299734,,,.4025977,.043186333,.0020226229,.0026774567,,,.0070315916,.020850295,.036945641,.01228179,,,.020649435,.028194051,90.693558,1178.4893,,69.753532,1107.6638,
1,65,10801,Tuscaloosa,.35585302,.0074286358,.013388982,.0039389548,3927.209,.33077961,.0074363598,,,.45470068,.020866832,.013130346,.0038985801,,,.0093683898,.0081708236,706.96802,3118.4365,,.36238307,.0093825329,.34911373,.010805014,.00015282317,.00087027042,.024552757,.0083574615,2027.6608,1901.0906,.33383814,.0095933117,,,.46245763,.029144121,.32679525,.012637784,,,.44719407,.030050665,.00028215471,.0014926379,,,.018184081,.014249985,.027659714,.012134413,,,.003903887,.0046289004,387.07538,1558.8574,,323.25989,1558.2841,
1,67,10302,Dothan,.35838878,.007812649,.041606449,.0077290335,2383.251,.31742701,.0089804046,.27994186,.054193437,.42339206,.013506608,.053845253,.011620102,,,.021629024,.0084985038,983.46893,1309.4501,66.932884,.37479347,.011114738,.34375581,.010308519,.0018544345,.0014400985,.083398014,.015320345,1240.2755,1142.2372,.33402205,.011924027,,,.44055507,.019567467,.30130991,.013264594,,,.40708041,.018895125,.0034729003,.0031392905,,,.00053794601,.0012708332,.11125948,.024084885,,,.044369727,.017641665,508.79288,664.31641,,473.70828,645.33899,
1,69,10302,Dothan,.35789412,.0036597585,.033435084,.0032145625,12653.077,.29997504,.0043244371,.41076615,.026088448,.41695729,.0057104849,.049973439,.0054850657,.032124814,.019061711,.018841695,.0033527878,6150.4619,6032.8237,251.5518,.36898947,.0050912909,.3469567,.0052222507,.0063327616,.0017452622,.063303731,.0062638093,6376.3726,6279.3589,.30656189,.0054477616,.38255346,.035059415,.42785236,.0081080813,.29252332,.0065474426,.4428198,.040009715,.40619266,.0079131955,.0061961482,.0023786745,.0029799547,.0076412037,.006054176,.0022546018,.10012299,.011303601,.085145816,.053602122,.031946391,.0062983893,3104.7349,3056.9038,117.06874,3046.7834,2975.8606,134.36519
1,71,6100,Gadsden,.39407125,.005792263,.016184419,.0030293739,7168.6494,.3201907,.0198188,.38891512,.035502765,.4098106,.0061912993,.041422583,.021270139,-.0055895122,.006392472,.016038088,.0033734208,6219.9326,431.34158,163.78537,.40621123,.0080241766,.38286245,.0082893651,.0026312894,.0011807237,.031372558,.0061840783,3609.895,3555.6592,.30961272,.024286231,.38863525,.05202942,.42028567,.0086829867,.33641085,.033088248,.39174014,.0513262,.39967111,.0089888442,-.0020059089,.0034019193,.0012878503,.010743776,.0027279607,.0014876225,.086362742,.046622645,.018509515,.021731013,.030537741,.0066747786,3118.7869,238.47569,80.170837,3096.9219,193.85315,82.258667
1,73,10700,Birmingham,.34393278,.0013647476,.033812899,.001279311,84837.828,.31607872,.0015175417,.36387926,.011630978,.4228515,.0028669462,.040497132,.0016063434,.0093868067,.0026626317,.019634275,.0017097209,23194.039,60187.777,1714.9298,.36286825,.0018979184,.32504797,.0019864852,.0051091411,.00063049031,.067751877,.0025326612,43070.965,41750.949,.3342745,.0019100339,.36810452,.015269403,.43953159,.0041636741,.29638159,.0022972305,.35944065,.017425081,.40653801,.0040459163,.0043454608,.00061384559,.0007566128,.0014726274,.0077242139,.0015071721,.085282475,.0034774374,.021114092,.0078141689,.032075237,.003185234,12026.614,30299.904,867.09967,11170.919,29859.35,839.14215
1,75,10600,Jasper,.42915851,.011261911,.019769415,.006424028,2227.2256,.36616758,.026040919,,,.45021287,.012877983,.048241973,.02765869,,,.017209828,.0067366795,1735.4343,487.41632,,.43178043,.016672814,.42643166,.015758505,.0061651696,.0052661807,.034002595,.012311594,1140.4706,1083.3411,.39873558,.034632083,,,.44715297,.019138472,.33124241,.034945473,,,.45163053,.017506454,-.0067739612,.0059360317,,,.0055434494,.0050620246,.10224503,.055660252,,,.026479559,.011192129,905.49286,234.55801,,827.36676,252.70596,
1,77,6200,Florence,.3963314,.004705634,.014968146,.0025772322,9804.3232,.34250599,.0087960223,.38087556,.029016903,.42219472,.0055678193,.036765553,.0081382021,.00011614808,.0038772319,.0085439263,.0015653601,7331.1494,1932.0209,215.30319,.40350646,.0066920668,.3892557,.0066048922,.0044533513,.0016400754,.026114399,.0043156627,5038.417,4766.5596,.35019663,.011841616,.39053094,.037519287,.42803678,.0080406321,.33510298,.014061691,.37466314,.048039947,.41648114,.0076853861,.0030712509,.0030357533,.0020882629,.0072952444,.0047234846,.0017863964,.078167692,.017641138,-.011964926,.010663541,.012073491,.0028711252,3791.8906,983.92487,115.2647,3539.9585,949.41571,100.65023
1,79,6000,Huntsville,.38764086,.0066015935,.012946686,.0032790669,4575.0757,.33054206,.012939153,.42145568,.050191041,.41372171,.0081594409,.0072582937,.0029334547,.019126143,.029680833,.015429899,.0041414443,3159.1855,909.55695,84.267036,.38536119,.0090161199,.38983831,.0093522184,.0037505664,.0020322183,.021958392,.0061691175,2482.2942,2094.2854,.31752342,.014842387,,,.41440293,.012272811,.34560293,.020378092,.46914002,.064403281,.41350996,.011261214,.0030934953,.0023606943,,,.0073965546,.0038230983,.014649794,.011434343,,,.024761813,.0074743861,1737.1798,448.51932,49.26638,1421.1802,460.04498,
1,81,9800,Auburn,.36433998,.0041372702,.032386627,.0037627439,12082.91,.32792127,.0051446375,.34360561,.029016132,.41713062,.006819312,.043283906,.0053539118,.011838935,.0096926484,.020926652,.0043249209,5300.4214,6235.0435,207.1205,.37786105,.0057830042,.34942874,.0059829862,.0051659564,.0019836009,.064534649,.0074553816,5988.9653,6091.0386,.33715099,.0063675651,.3910825,.044417635,.42838141,.0096924696,.31683472,.0081186369,.30336085,.039346423,.40528825,.0096103428,.0067463988,.0025204069,.0078948019,.0060883798,.0053673913,.0027744919,.09036243,.011604701,.036659304,.030701092,.037706334,.0083927931,2710.4983,2998.0334,104.63052,2590.1555,3226.2275,102.77483
1,83,6000,Huntsville,.36662039,.0048938794,.021279225,.0034657025,7555.7773,.30888817,.0084856013,.39770922,.027868452,.39496502,.0062658084,.039736353,.0092138015,.013549975,.010684458,.01573821,.0032178245,5323.3223,1536.5316,458.7822,.37787694,.0069991476,.3564131,.0069212089,.0049682059,.0023333861,.038678214,.0065170252,3939.0317,3616.7346,.31090125,.010729001,.42421818,.037383884,.40966395,.0091560753,.3056162,.012931426,.36119831,.04033082,.38145143,.0087338537,.0015783933,.00072394998,.015529387,.014444702,.0055862437,.0025510557,.087860286,.019330688,.029113991,.033373229,.025804615,.005827222,2746.2273,847.70477,239.14357,2578.7661,695.23315,215.45572
1,85,11101,Montgomery,.329528,.0066178623,.019019283,.0049162391,3471.8325,.31550366,.0065056034,,,.4692902,.028791683,.018155064,.0037025374,,,.0055568791,.0081395181,318.83035,3078.7532,,.34669629,.0090953112,.31232384,.0094224988,.001688335,.0015125868,.042318843,.011495671,1763.7089,1709.3679,.33148959,.0089173652,,,.5091449,.038970727,.29513961,.010462663,,,.43634909,.040896248,.0020288688,.0023830999,,,.0094541954,.014342895,.041093756,.011574243,,,.014802251,.016012406,148.33904,1579.1251,,170.1111,1503.1418,
